"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw","C1_Odds","C2_Odds","C3_Odds","U1_Odds","U2_Odds","Rare_Odds"
"Lith A4 Relic (Intact) ","Corinth Prime (25.33%)","Burston Prime Receiver (25.33%)","Forma (25.33%)","Ivara Prime Systems (11.0%)","Baza Prime Barrel (11.0%)","Astilla Prime Barrel (2.0%)","Lith","A4","Intact","Corinth Prime","Burston Prime Receiver","Forma","Ivara Prime Systems","Baza Prime Barrel","Astilla Prime Barrel","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith A4 Relic (Exceptional) ","Corinth Prime (23.33%)","Burston Prime Receiver (23.33%)","Forma (23.33%)","Ivara Prime Systems (13.0%)","Baza Prime Barrel (13.0%)","Astilla Prime Barrel (4.0%)","Lith","A4","Exceptional","Corinth Prime","Burston Prime Receiver","Forma","Ivara Prime Systems","Baza Prime Barrel","Astilla Prime Barrel","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith A4 Relic (Flawless) ","Corinth Prime (20.0%)","Burston Prime Receiver (20.0%)","Forma (20.0%)","Ivara Prime Systems (17.0%)","Baza Prime Barrel (17.0%)","Astilla Prime Barrel (6.0%)","Lith","A4","Flawless","Corinth Prime","Burston Prime Receiver","Forma","Ivara Prime Systems","Baza Prime Barrel","Astilla Prime Barrel","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith A4 Relic (Radiant) ","Ivara Prime Systems (20.0%)","Baza Prime Barrel (20.0%)","Corinth Prime (16.67%)","Burston Prime Receiver (16.67%)","Forma (16.67%)","Astilla Prime Barrel (10.0%)","Lith","A4","Radiant","Ivara Prime Systems","Baza Prime Barrel","Corinth Prime","Burston Prime Receiver","Forma","Astilla Prime Barrel","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B1 Relic (Intact) ","Mag Prime Neuroptics (25.33%)","Ankyros Prime (25.33%)","Forma (25.33%)","Rhino Prime Neuroptics (11.0%)","Boltor Prime Receiver (11.0%)","Boar Prime Stock (2.0%)","Lith","B1","Intact","Mag Prime Neuroptics","Ankyros Prime","Forma","Rhino Prime Neuroptics","Boltor Prime Receiver","Boar Prime Stock","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B1 Relic (Exceptional) ","Mag Prime Neuroptics (23.33%)","Ankyros Prime (23.33%)","Forma (23.33%)","Rhino Prime Neuroptics (13.0%)","Boltor Prime Receiver (13.0%)","Boar Prime Stock (4.0%)","Lith","B1","Exceptional","Mag Prime Neuroptics","Ankyros Prime","Forma","Rhino Prime Neuroptics","Boltor Prime Receiver","Boar Prime Stock","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B1 Relic (Flawless) ","Mag Prime Neuroptics (20.0%)","Ankyros Prime (20.0%)","Forma (20.0%)","Rhino Prime Neuroptics (17.0%)","Boltor Prime Receiver (17.0%)","Boar Prime Stock (6.0%)","Lith","B1","Flawless","Mag Prime Neuroptics","Ankyros Prime","Forma","Rhino Prime Neuroptics","Boltor Prime Receiver","Boar Prime Stock","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B1 Relic (Radiant) ","Rhino Prime Neuroptics (20.0%)","Boltor Prime Receiver (20.0%)","Mag Prime Neuroptics (16.67%)","Ankyros Prime (16.67%)","Forma (16.67%)","Boar Prime Stock (10.0%)","Lith","B1","Radiant","Rhino Prime Neuroptics","Boltor Prime Receiver","Mag Prime Neuroptics","Ankyros Prime","Forma","Boar Prime Stock","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B2 Relic (Intact) ","Paris Prime Lower Limb (25.33%)","Tigris Prime Stock (25.33%)","Forma (25.33%)","Orthos Prime Blade (11.0%)","Braton Prime Receiver (11.0%)","Ballistica Prime (2.0%)","Lith","B2","Intact","Paris Prime Lower Limb","Tigris Prime Stock","Forma","Orthos Prime Blade","Braton Prime Receiver","Ballistica Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B2 Relic (Exceptional) ","Paris Prime Lower Limb (23.33%)","Tigris Prime Stock (23.33%)","Forma (23.33%)","Orthos Prime Blade (13.0%)","Braton Prime Receiver (13.0%)","Ballistica Prime (4.0%)","Lith","B2","Exceptional","Paris Prime Lower Limb","Tigris Prime Stock","Forma","Orthos Prime Blade","Braton Prime Receiver","Ballistica Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B2 Relic (Flawless) ","Paris Prime Lower Limb (20.0%)","Tigris Prime Stock (20.0%)","Forma (20.0%)","Orthos Prime Blade (17.0%)","Braton Prime Receiver (17.0%)","Ballistica Prime (6.0%)","Lith","B2","Flawless","Paris Prime Lower Limb","Tigris Prime Stock","Forma","Orthos Prime Blade","Braton Prime Receiver","Ballistica Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B2 Relic (Radiant) ","Orthos Prime Blade (20.0%)","Braton Prime Receiver (20.0%)","Paris Prime Lower Limb (16.67%)","Tigris Prime Stock (16.67%)","Forma (16.67%)","Ballistica Prime (10.0%)","Lith","B2","Radiant","Orthos Prime Blade","Braton Prime Receiver","Paris Prime Lower Limb","Tigris Prime Stock","Forma","Ballistica Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B3 Relic (Intact) ","Limbo Prime Systems (25.33%)","Forma (25.33%)","Burston Prime (25.33%)","Orthos Prime Blade (11.0%)","Cernos Prime String (11.0%)","Ballistica Prime (2.0%)","Lith","B3","Intact","Limbo Prime Systems","Forma","Burston Prime","Orthos Prime Blade","Cernos Prime String","Ballistica Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B3 Relic (Exceptional) ","Limbo Prime Systems (23.33%)","Forma (23.33%)","Burston Prime (23.33%)","Orthos Prime Blade (13.0%)","Cernos Prime String (13.0%)","Ballistica Prime (4.0%)","Lith","B3","Exceptional","Limbo Prime Systems","Forma","Burston Prime","Orthos Prime Blade","Cernos Prime String","Ballistica Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B3 Relic (Flawless) ","Limbo Prime Systems (20.0%)","Forma (20.0%)","Burston Prime (20.0%)","Orthos Prime Blade (17.0%)","Cernos Prime String (17.0%)","Ballistica Prime (6.0%)","Lith","B3","Flawless","Limbo Prime Systems","Forma","Burston Prime","Orthos Prime Blade","Cernos Prime String","Ballistica Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B3 Relic (Radiant) ","Orthos Prime Blade (20.0%)","Cernos Prime String (20.0%)","Limbo Prime Systems (16.67%)","Forma (16.67%)","Burston Prime (16.67%)","Ballistica Prime (10.0%)","Lith","B3","Radiant","Orthos Prime Blade","Cernos Prime String","Limbo Prime Systems","Forma","Burston Prime","Ballistica Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B4 Relic (Intact) ","Nyx Prime (25.33%)","Forma (25.33%)","Ankyros Prime (25.33%)","Rhino Prime Neuroptics (11.0%)","Scindo Prime (11.0%)","Boltor Prime (2.0%)","Lith","B4","Intact","Nyx Prime","Forma","Ankyros Prime","Rhino Prime Neuroptics","Scindo Prime","Boltor Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B4 Relic (Exceptional) ","Nyx Prime (23.33%)","Forma (23.33%)","Ankyros Prime (23.33%)","Rhino Prime Neuroptics (13.0%)","Scindo Prime (13.0%)","Boltor Prime (4.0%)","Lith","B4","Exceptional","Nyx Prime","Forma","Ankyros Prime","Rhino Prime Neuroptics","Scindo Prime","Boltor Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B4 Relic (Flawless) ","Nyx Prime (20.0%)","Forma (20.0%)","Ankyros Prime (20.0%)","Rhino Prime Neuroptics (17.0%)","Scindo Prime (17.0%)","Boltor Prime (6.0%)","Lith","B4","Flawless","Nyx Prime","Forma","Ankyros Prime","Rhino Prime Neuroptics","Scindo Prime","Boltor Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B4 Relic (Radiant) ","Rhino Prime Neuroptics (20.0%)","Scindo Prime (20.0%)","Nyx Prime (16.67%)","Forma (16.67%)","Ankyros Prime (16.67%)","Boltor Prime (10.0%)","Lith","B4","Radiant","Rhino Prime Neuroptics","Scindo Prime","Nyx Prime","Forma","Ankyros Prime","Boltor Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B5 Relic (Intact) ","Banshee Prime Neuroptics (25.33%)","Lex Prime Receiver (25.33%)","Oberon Prime Chassis (25.33%)","Orthos Prime Blade (11.0%)","Rubico Prime Stock (11.0%)","Ballistica Prime (2.0%)","Lith","B5","Intact","Banshee Prime Neuroptics","Lex Prime Receiver","Oberon Prime Chassis","Orthos Prime Blade","Rubico Prime Stock","Ballistica Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B5 Relic (Exceptional) ","Banshee Prime Neuroptics (23.33%)","Lex Prime Receiver (23.33%)","Oberon Prime Chassis (23.33%)","Orthos Prime Blade (13.0%)","Rubico Prime Stock (13.0%)","Ballistica Prime (4.0%)","Lith","B5","Exceptional","Banshee Prime Neuroptics","Lex Prime Receiver","Oberon Prime Chassis","Orthos Prime Blade","Rubico Prime Stock","Ballistica Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B5 Relic (Flawless) ","Banshee Prime Neuroptics (20.0%)","Lex Prime Receiver (20.0%)","Oberon Prime Chassis (20.0%)","Orthos Prime Blade (17.0%)","Rubico Prime Stock (17.0%)","Ballistica Prime (6.0%)","Lith","B5","Flawless","Banshee Prime Neuroptics","Lex Prime Receiver","Oberon Prime Chassis","Orthos Prime Blade","Rubico Prime Stock","Ballistica Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B5 Relic (Radiant) ","Orthos Prime Blade (20.0%)","Rubico Prime Stock (20.0%)","Banshee Prime Neuroptics (16.67%)","Lex Prime Receiver (16.67%)","Oberon Prime Chassis (16.67%)","Ballistica Prime (10.0%)","Lith","B5","Radiant","Orthos Prime Blade","Rubico Prime Stock","Banshee Prime Neuroptics","Lex Prime Receiver","Oberon Prime Chassis","Ballistica Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B6 Relic (Intact) ","Lex Prime Barrel (25.33%)","Fang Prime (25.33%)","Limbo Prime Systems (25.33%)","Orthos Prime (11.0%)","Redeemer Prime (11.0%)","Ballistica Prime (2.0%)","Lith","B6","Intact","Lex Prime Barrel","Fang Prime","Limbo Prime Systems","Orthos Prime","Redeemer Prime","Ballistica Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B6 Relic (Exceptional) ","Lex Prime Barrel (23.33%)","Fang Prime (23.33%)","Limbo Prime Systems (23.33%)","Orthos Prime (13.0%)","Redeemer Prime (13.0%)","Ballistica Prime (4.0%)","Lith","B6","Exceptional","Lex Prime Barrel","Fang Prime","Limbo Prime Systems","Orthos Prime","Redeemer Prime","Ballistica Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B6 Relic (Flawless) ","Lex Prime Barrel (20.0%)","Fang Prime (20.0%)","Limbo Prime Systems (20.0%)","Orthos Prime (17.0%)","Redeemer Prime (17.0%)","Ballistica Prime (6.0%)","Lith","B6","Flawless","Lex Prime Barrel","Fang Prime","Limbo Prime Systems","Orthos Prime","Redeemer Prime","Ballistica Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B6 Relic (Radiant) ","Orthos Prime (20.0%)","Redeemer Prime (20.0%)","Lex Prime Barrel (16.67%)","Fang Prime (16.67%)","Limbo Prime Systems (16.67%)","Ballistica Prime (10.0%)","Lith","B6","Radiant","Orthos Prime","Redeemer Prime","Lex Prime Barrel","Fang Prime","Limbo Prime Systems","Ballistica Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B7 Relic (Intact) ","Lex Prime Receiver (25.33%)","Forma (25.33%)","Tipedo Prime (25.33%)","Orthos Prime (11.0%)","Aksomati Prime Barrel (11.0%)","Baza Prime (2.0%)","Lith","B7","Intact","Lex Prime Receiver","Forma","Tipedo Prime","Orthos Prime","Aksomati Prime Barrel","Baza Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B7 Relic (Exceptional) ","Lex Prime Receiver (23.33%)","Forma (23.33%)","Tipedo Prime (23.33%)","Orthos Prime (13.0%)","Aksomati Prime Barrel (13.0%)","Baza Prime (4.0%)","Lith","B7","Exceptional","Lex Prime Receiver","Forma","Tipedo Prime","Orthos Prime","Aksomati Prime Barrel","Baza Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B7 Relic (Flawless) ","Lex Prime Receiver (20.0%)","Forma (20.0%)","Tipedo Prime (20.0%)","Orthos Prime (17.0%)","Aksomati Prime Barrel (17.0%)","Baza Prime (6.0%)","Lith","B7","Flawless","Lex Prime Receiver","Forma","Tipedo Prime","Orthos Prime","Aksomati Prime Barrel","Baza Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B7 Relic (Radiant) ","Orthos Prime (20.0%)","Aksomati Prime Barrel (20.0%)","Lex Prime Receiver (16.67%)","Forma (16.67%)","Tipedo Prime (16.67%)","Baza Prime (10.0%)","Lith","B7","Radiant","Orthos Prime","Aksomati Prime Barrel","Lex Prime Receiver","Forma","Tipedo Prime","Baza Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith B8 Relic (Intact) ","Burston Prime Stock (25.33%)","Dethcube Prime Systems (25.33%)","Aksomati Prime (25.33%)","Ivara Prime (11.0%)","Atlas Prime Chassis (11.0%)","Baza Prime (2.0%)","Lith","B8","Intact","Burston Prime Stock","Dethcube Prime Systems","Aksomati Prime","Ivara Prime","Atlas Prime Chassis","Baza Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith B8 Relic (Exceptional) ","Burston Prime Stock (23.33%)","Dethcube Prime Systems (23.33%)","Aksomati Prime (23.33%)","Ivara Prime (13.0%)","Atlas Prime Chassis (13.0%)","Baza Prime (4.0%)","Lith","B8","Exceptional","Burston Prime Stock","Dethcube Prime Systems","Aksomati Prime","Ivara Prime","Atlas Prime Chassis","Baza Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith B8 Relic (Flawless) ","Burston Prime Stock (20.0%)","Dethcube Prime Systems (20.0%)","Aksomati Prime (20.0%)","Ivara Prime (17.0%)","Atlas Prime Chassis (17.0%)","Baza Prime (6.0%)","Lith","B8","Flawless","Burston Prime Stock","Dethcube Prime Systems","Aksomati Prime","Ivara Prime","Atlas Prime Chassis","Baza Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith B8 Relic (Radiant) ","Ivara Prime (20.0%)","Atlas Prime Chassis (20.0%)","Burston Prime Stock (16.67%)","Dethcube Prime Systems (16.67%)","Aksomati Prime (16.67%)","Baza Prime (10.0%)","Lith","B8","Radiant","Ivara Prime","Atlas Prime Chassis","Burston Prime Stock","Dethcube Prime Systems","Aksomati Prime","Baza Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith C1 Relic (Intact) ","Fang Prime Blade (25.33%)","Nova Prime Neuroptics (25.33%)","Nova Prime Systems (25.33%)","Kavasa Prime Band (11.0%)","Forma (11.0%)","Carrier Prime Cerebrum (2.0%)","Lith","C1","Intact","Fang Prime Blade","Nova Prime Neuroptics","Nova Prime Systems","Kavasa Prime Band","Forma","Carrier Prime Cerebrum","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith C1 Relic (Exceptional) ","Fang Prime Blade (23.33%)","Nova Prime Neuroptics (23.33%)","Nova Prime Systems (23.33%)","Kavasa Prime Band (13.0%)","Forma (13.0%)","Carrier Prime Cerebrum (4.0%)","Lith","C1","Exceptional","Fang Prime Blade","Nova Prime Neuroptics","Nova Prime Systems","Kavasa Prime Band","Forma","Carrier Prime Cerebrum","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith C1 Relic (Flawless) ","Fang Prime Blade (20.0%)","Nova Prime Neuroptics (20.0%)","Nova Prime Systems (20.0%)","Kavasa Prime Band (17.0%)","Forma (17.0%)","Carrier Prime Cerebrum (6.0%)","Lith","C1","Flawless","Fang Prime Blade","Nova Prime Neuroptics","Nova Prime Systems","Kavasa Prime Band","Forma","Carrier Prime Cerebrum","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith C1 Relic (Radiant) ","Kavasa Prime Band (20.0%)","Forma (20.0%)","Fang Prime Blade (16.67%)","Nova Prime Neuroptics (16.67%)","Nova Prime Systems (16.67%)","Carrier Prime Cerebrum (10.0%)","Lith","C1","Radiant","Kavasa Prime Band","Forma","Fang Prime Blade","Nova Prime Neuroptics","Nova Prime Systems","Carrier Prime Cerebrum","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith C2 Relic (Intact) ","Venka Prime Blades (25.33%)","Paris Prime Upper Limb (25.33%)","Bronco Prime Receiver (25.33%)","Nami Skyla Prime Handle (11.0%)","Akbolto Prime Barrel (11.0%)","Cernos Prime Lower Limb (2.0%)","Lith","C2","Intact","Venka Prime Blades","Paris Prime Upper Limb","Bronco Prime Receiver","Nami Skyla Prime Handle","Akbolto Prime Barrel","Cernos Prime Lower Limb","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith C2 Relic (Exceptional) ","Venka Prime Blades (23.33%)","Paris Prime Upper Limb (23.33%)","Bronco Prime Receiver (23.33%)","Nami Skyla Prime Handle (13.0%)","Akbolto Prime Barrel (13.0%)","Cernos Prime Lower Limb (4.0%)","Lith","C2","Exceptional","Venka Prime Blades","Paris Prime Upper Limb","Bronco Prime Receiver","Nami Skyla Prime Handle","Akbolto Prime Barrel","Cernos Prime Lower Limb","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith C2 Relic (Flawless) ","Venka Prime Blades (20.0%)","Paris Prime Upper Limb (20.0%)","Bronco Prime Receiver (20.0%)","Nami Skyla Prime Handle (17.0%)","Akbolto Prime Barrel (17.0%)","Cernos Prime Lower Limb (6.0%)","Lith","C2","Flawless","Venka Prime Blades","Paris Prime Upper Limb","Bronco Prime Receiver","Nami Skyla Prime Handle","Akbolto Prime Barrel","Cernos Prime Lower Limb","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith C2 Relic (Radiant) ","Nami Skyla Prime Handle (20.0%)","Akbolto Prime Barrel (20.0%)","Venka Prime Blades (16.67%)","Paris Prime Upper Limb (16.67%)","Bronco Prime Receiver (16.67%)","Cernos Prime Lower Limb (10.0%)","Lith","C2","Radiant","Nami Skyla Prime Handle","Akbolto Prime Barrel","Venka Prime Blades","Paris Prime Upper Limb","Bronco Prime Receiver","Cernos Prime Lower Limb","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith C3 Relic (Intact) ","Lex Prime (25.33%)","Silva & Aegis Prime Hilt (25.33%)","Sybaris Prime (25.33%)","Braton Prime (11.0%)","Helios Prime (11.0%)","Chroma Prime Neuroptics (2.0%)","Lith","C3","Intact","Lex Prime","Silva & Aegis Prime Hilt","Sybaris Prime","Braton Prime","Helios Prime","Chroma Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith C3 Relic (Exceptional) ","Lex Prime (23.33%)","Silva & Aegis Prime Hilt (23.33%)","Sybaris Prime (23.33%)","Braton Prime (13.0%)","Helios Prime (13.0%)","Chroma Prime Neuroptics (4.0%)","Lith","C3","Exceptional","Lex Prime","Silva & Aegis Prime Hilt","Sybaris Prime","Braton Prime","Helios Prime","Chroma Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith C3 Relic (Flawless) ","Lex Prime (20.0%)","Silva & Aegis Prime Hilt (20.0%)","Sybaris Prime (20.0%)","Braton Prime (17.0%)","Helios Prime (17.0%)","Chroma Prime Neuroptics (6.0%)","Lith","C3","Flawless","Lex Prime","Silva & Aegis Prime Hilt","Sybaris Prime","Braton Prime","Helios Prime","Chroma Prime Neuroptics","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith C3 Relic (Radiant) ","Braton Prime (20.0%)","Helios Prime (20.0%)","Lex Prime (16.67%)","Silva & Aegis Prime Hilt (16.67%)","Sybaris Prime (16.67%)","Chroma Prime Neuroptics (10.0%)","Lith","C3","Radiant","Braton Prime","Helios Prime","Lex Prime","Silva & Aegis Prime Hilt","Sybaris Prime","Chroma Prime Neuroptics","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith C4 Relic (Intact) ","Forma (25.33%)","Burston Prime Receiver (25.33%)","Paris Prime Lower Limb (25.33%)","Orthos Prime Blade (11.0%)","Braton Prime Stock (11.0%)","Chroma Prime Neuroptics (2.0%)","Lith","C4","Intact","Forma","Burston Prime Receiver","Paris Prime Lower Limb","Orthos Prime Blade","Braton Prime Stock","Chroma Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith C4 Relic (Exceptional) ","Forma (23.33%)","Burston Prime Receiver (23.33%)","Paris Prime Lower Limb (23.33%)","Orthos Prime Blade (13.0%)","Braton Prime Stock (13.0%)","Chroma Prime Neuroptics (4.0%)","Lith","C4","Exceptional","Forma","Burston Prime Receiver","Paris Prime Lower Limb","Orthos Prime Blade","Braton Prime Stock","Chroma Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith C4 Relic (Flawless) ","Forma (20.0%)","Burston Prime Receiver (20.0%)","Paris Prime Lower Limb (20.0%)","Orthos Prime Blade (17.0%)","Braton Prime Stock (17.0%)","Chroma Prime Neuroptics (6.0%)","Lith","C4","Flawless","Forma","Burston Prime Receiver","Paris Prime Lower Limb","Orthos Prime Blade","Braton Prime Stock","Chroma Prime Neuroptics","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith C4 Relic (Radiant) ","Orthos Prime Blade (20.0%)","Braton Prime Stock (20.0%)","Forma (16.67%)","Burston Prime Receiver (16.67%)","Paris Prime Lower Limb (16.67%)","Chroma Prime Neuroptics (10.0%)","Lith","C4","Radiant","Orthos Prime Blade","Braton Prime Stock","Forma","Burston Prime Receiver","Paris Prime Lower Limb","Chroma Prime Neuroptics","20.0","20.0","16.67","16.67","16.67","10.0"
"Lith C5 Relic (Intact) ","Forma (25.33%)","Saryn Prime Neuroptics (25.33%)","Spira Prime (25.33%)","Venka Prime (11.0%)","Valkyr Prime Neuroptics (11.0%)","Cernos Prime Lower Limb (2.0%)","Lith","C5","Intact","Forma","Saryn Prime Neuroptics","Spira Prime","Venka Prime","Valkyr Prime Neuroptics","Cernos Prime Lower Limb","25.33","25.33","25.33","11.0","11.0","2.0"
"Lith C5 Relic (Exceptional) ","Forma (23.33%)","Saryn Prime Neuroptics (23.33%)","Spira Prime (23.33%)","Venka Prime (13.0%)","Valkyr Prime Neuroptics (13.0%)","Cernos Prime Lower Limb (4.0%)","Lith","C5","Exceptional","Forma","Saryn Prime Neuroptics","Spira Prime","Venka Prime","Valkyr Prime Neuroptics","Cernos Prime Lower Limb","23.33","23.33","23.33","13.0","13.0","4.0"
"Lith C5 Relic (Flawless) ","Forma (20.0%)","Saryn Prime Neuroptics (20.0%)","Spira Prime (20.0%)","Venka Prime (17.0%)","Valkyr Prime Neuroptics (17.0%)","Cernos Prime Lower Limb (6.0%)","Lith","C5","Flawless","Forma","Saryn Prime Neuroptics","Spira Prime","Venka Prime","Valkyr Prime Neuroptics","Cernos Prime Lower Limb","20.0","20.0","20.0","17.0","17.0","6.0"
"Lith C5 Relic (Radiant) ","Venka Prime (20.0%)","Valkyr Prime Neuroptics (20.0%)","Forma (16.67%)","Saryn Prime Neuroptics (16.67%)","Spira Prime (16.67%)","Cernos Prime Lower Limb (10.0%)","Lith","C5","Radiant","Venka Prime","Valkyr Prime Neuroptics","Forma","Saryn Prime Neuroptics","Spira Prime","Cernos Prime Lower Limb","20.0","20.0","16.67","16.67","16.67","10.0"
